CICompoundList,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,SMILES,CAS
TRIPHENYLBORANE,960-71-4,,242.13,C18H15B,c1ccc(cc1)B(c1ccccc1)c1ccccc1,c1ccc(B(c2ccccc2)c2ccccc2)cc1,960-71-4
TRIPHENYLARSINE,603-32-7,,306.24,C18H15As,c1ccc(cc1)[As](c1ccccc1)c1ccccc1,c1ccc([As](c2ccccc2)c2ccccc2)cc1,603-32-7
"Triphenylamine, 99+%",603-34-9,,245.325,C18H15N,c1ccc(cc1)N(c1ccccc1)c1ccccc1,,
"Triphenyl phosphite, 99%",101-02-0,,310.289,C18H15O3P,O(P(Oc1ccccc1)Oc1ccccc1)c1ccccc1,,
"Triphenyl phosphate, 99+%",115-86-6,,326.288,C18H15O4P,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,,
Triphenoxy(vinyl)silane,18666-65-4,,334.446,C20H18O3Si,C=C[Si](Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,C=C[Si](Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,18666-65-4
Trimorpholinophosphine oxide,4441-12-7,,305.315,C12H24N3O4P,O=P(N1CCOCC1)(N1CCOCC1)N1CCOCC1,O=P(N1CCOCC1)(N1CCOCC1)N1CCOCC1,4441-12-7
Trimethylvinylammonium bromide,10603-92-6,,166.062,C5H12BrN,[Br-].C[N+](C)(C)C=C,CC(C)=C(C)[NH3+].[Br-],
TRIMETHYLTIN HYDROXIDE,56-24-6,,180.822,C3H10OSn,C[Sn](C)(C)O,[CH3][Sn]([CH3])([CH3])[OH],
TRIMETHYLTIN CHLORIDE,1066-45-1,,199.27,C3H9ClSn,C[Sn](C)(C)Cl,[CH3][Sn]([CH3])([CH3])[Cl],1066-45-1
"Trimethylsulfoxonium iodide, 98%",1774-47-6,,220.07,C3H9IOS,[I-].C[S+](C)(C)=O,,
Trimethylsulfonium iodide,2181-42-2,,204.07,C3H9IS,[I-].C[S+](C)C,C[S+](C)C.[I-],2181-42-2
Trimethylsilylacetylene,1066-54-2,,98.22,C5H10Si,C[Si](C)(C)C#C,C#C[Si](C)(C)C,1066-54-2
Trimethylsilyl trifluoromethanesulfonate,27607-77-8,,222.25,C4H9F3O3SSi,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,27607-77-8
Trimethylsilyl cyanide,7677-24-9,,99.208,C4H9NSi,C[Si](C)(C)C#N,C[Si](C)(C)C#N,7677-24-9
Trimethylphosphine oxide,676-96-0,,92.078,C3H9OP,CP(C)(C)=O,CP(C)(C)=O,676-96-0
Trimethylphosphine,594-09-2,,76.079,C3H9P,CP(C)C,CP(C)C,594-09-2
TRIMETHYLOXONIUM TETRAFLUOROBORATE,420-37-1,,147.91,C3H9BF4O,C[O+](C)C.F[B-](F)(F)F,C[O+](C)C.F[B-](F)(F)F,420-37-1
Trimethylboroxine,823-96-1,,125.53,C3H9B3O3,CB1OB(C)OB(C)O1,CB1OB(C)OB(C)O1,823-96-1
Trimethylamine N-oxide,1184-78-7,,0,,,C[N+](C)(C)[O-],1184-78-7
Trimethylamine hydrochloride,593-81-7,,95.57,C3H10ClN,Cl.CN(C)C,CN(C)C.Cl,593-81-7
TRIMETHYLAMINE,75-50-3,,59.112,C3H9N,CN(C)C,CN(C)C,75-50-3
TRIMETHYLACETONITRILE,630-18-2,,83.134,C5H9N,CC(C)(C)C#N,CC(C)(C)C#N,630-18-2
TRIMETHYLACETIC ANHYDRIDE,1538-75-6,,186.251,C10H18O3,CC(C)(C)C(=O)OC(=O)C(C)(C)C,CC(C)(C)C(=O)OC(=O)C(C)(C)C,1538-75-6
"Trimethylacetic acid, 99%",75-98-9,,102.133,C5H10O2,CC(C)(C)C(O)=O,,
Trimethylacetaldehyde,630-19-3,,86.134,C5H10O,CC(C)(C)C=O,CC(C)(C)C=O,630-19-3
Trimethyl phosphite,121-45-9,,124.076,C3H9O3P,COP(OC)OC,COP(OC)OC,121-45-9
"Trimethyl phosphate, 99%",512-56-1,,140.075,C3H9O4P,COP(=O)(OC)OC,,
Trimethyl orthoacetate,1445-45-0,,120.148,C5H12O3,COC(C)(OC)OC,COC(C)(OC)OC,1445-45-0
Trimethyl borate,121-43-7,,103.91,C3H9BO3,COB(OC)OC,COB(OC)OC,121-43-7
Trimethoxysilylpropanethiol,4420-74-0,,196.34,C6H16O3SSi,CO[Si](CCCS)(OC)OC,CCC(S)[Si](OC)(OC)OC,
Trimethoxysilane,2487-90-3,,122.195,C3H10O3Si,CO[SiH](OC)OC,CO[SiH](OC)OC,2487-90-3
Trimethoxymethane,149-73-5,,106.121,C4H10O3,COC(OC)OC,COC(OC)OC,149-73-5
TRIMESITYLPHOSPHINE,23897-15-6,,388.535,C27H33P,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,23897-15-6
"Trimellitic anhydride acid chloride, 99%",1204-28-0,,210.57,C9H3ClO4,ClC(=O)c1ccc2C(=O)OC(=O)c2c1,,
TRIISOPROPYLSILYL TRIFLUOROMETHANESULFONATE,80522-42-5,,306.42,C10H21F3O3SSi,CC(C)[Si](OS(=O)(=O)C(F)(F)F)(C(C)C)C(C)C,CC(C)[Si](OS(=O)(=O)C(F)(F)F)(C(C)C)C(C)C,80522-42-5
Triisopropylsilyl chloride,13154-24-0,,192.8,C9H21ClSi,CC(C)[Si](Cl)(C(C)C)C(C)C,CC(C)[Si](Cl)(C(C)C)C(C)C,13154-24-0
TRIISOPROPYLSILANETHIOL,156275-96-6,,190.42,C9H22SSi,CC(C)[Si](S)(C(C)C)C(C)C,CC(C)[Si](S)(C(C)C)C(C)C,156275-96-6
Triisopropyl orthoformate,4447-60-3,,190.283,C10H22O3,CC(C)OC(OC(C)C)OC(C)C,CC(C)OC(OC(C)C)OC(C)C,4447-60-3
Triisopropyl borate,5419-55-6,,188.07,C9H21BO3,CC(C)OB(OC(C)C)OC(C)C,CC(C)OB(OC(C)C)OC(C)C,5419-55-6
Triisobutylamine,1116-40-1,,185.355,C12H27N,CC(C)CN(CC(C)C)CC(C)C,CC(C)CN(CC(C)C)CC(C)C,1116-40-1
Triiron tetraoxide,1317-61-9,,231.532,Fe3O4,[O--].[O--].[O--].[O--].[Fe++].[Fe++].[Fe++],[Fe+2].[Fe+2].[Fe+2].[O-2].[O-2].[O-2].[O-2],
"Triiron dodecacarbonyl, 99%, stabilized",17685-52-8,,503.65,C12Fe3O12,O=C1[Fe]23(C#[O+])(C#[O+])(C#[O+])C(=O)[Fe]12(C#[O+])(C#[O+])(C#[O+])[Fe]3(C#[O+])(C#[O+])(C#[O+])C#[O+],,
Trifluoropropene,677-21-4,,96.052,C3H3F3,[#6]\[#6](F)=[#6](\F)F,C=CC(F)(F)F,677-21-4
TRIFLUOROMETHANESULFONYL CHLORIDE,421-83-0,,168.51,CClF3O2S,FC(F)(F)S(Cl)(=O)=O,O=S(=O)(Cl)C(F)(F)F,421-83-0
TRIFLUOROMETHANESULFONIMIDE,82113-65-3,,281.14,C2HF6NO4S2,FC(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,98837-98-0
Trifluoromethanesulfonic anhydride,358-23-6,,282.13,C2F6O5S2,FC(F)(F)S(=O)(=O)OS(=O)(=O)C(F)(F)F,O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,358-23-6
Trifluoromethanesulfonic acid tert-butyldimethylsilyl ester,69739-34-0,,264.33,C7H15F3O3SSi,CC(C)(C)[Si](C)(C)OS(=O)(=O)C(F)(F)F,CC(C)(C)[Si](C)(C)OS(=O)(=O)C(F)(F)F,69739-34-0
Trifluoromethanesulfonic acid,1493-13-6,,150.07,CHF3O3S,OS(=O)(=O)C(F)(F)F,O=S(=O)(O)C(F)(F)F,1493-13-6
TRIFLUOROMETHANESULFONAMIDE,421-85-2,,149.09,CH2F3NO2S,NS(=O)(=O)C(F)(F)F,NS(=O)(=O)C(F)(F)F,421-85-2
"Trifluoroacetic anhydride, 99+%",407-25-0,,210.031,C4F6O3,FC(F)(F)C(=O)OC(=O)C(F)(F)F,,
"Trifluoroacetic acid, sodium salt, 97%",2923-18-4,,136.005,C2F3NaO2,[Na;v0+].[#8-]-[#6](=O)C(F)(F)F,,
"Trifluoroacetic acid, 99%, extra pure",76-05-1,,114.023,C2HF3O2,OC(=O)C(F)(F)F,,
Trifluoroacetamide,354-38-1,,113.039,C2H2F3NO,NC(=O)C(F)(F)F,NC(=O)C(F)(F)F,354-38-1
"Trifluoroacetaldehyde ethyl hemiacetal, 90%",433-27-2,,144.093,C4H7F3O2,CCOC(O)C(F)(F)F,,
Triethylsilyl trifluoromethanesulfonate,79271-56-0,,264.33,C7H15F3O3SSi,CC[Si](CC)(CC)OS(=O)(=O)C(F)(F)F,CC[Si](CC)(CC)OS(=O)(=O)C(F)(F)F,79271-56-0
Triethylsilane,617-86-7,,116.279,C6H16Si,CC[SiH](CC)CC,CC[SiH](CC)CC,617-86-7
Triethylphosphine oxide,597-50-2,,134.159,C6H15OP,CCP(=O)(CC)CC,CCP(=O)(CC)CC,597-50-2
Triethylphosphine,554-70-1,,118.16,C6H15P,CCP(CC)CC,CCP(CC)CC,554-70-1
Triethylenediamine,280-57-9,,112.176,C6H12N2,C1CN2CCN1CC2,,280-57-9
Triethylborane,97-94-9,,98,C6H15B,CCB(CC)CC,CCB(CC)CC,97-94-9
Triethylamine trihydrofluoride,73602-61-6,,161.212,C6H18F3N,F.F.F.CCN(CC)CC,CCN(CC)CC.F.F.F,73602-61-6
Triethylamine,121-44-8,,101.193,C6H15N,CCN(CC)CC,CCN(CC)CC,121-44-8
"Triethyl phosphonoacetate, 97%",867-13-0,,224.193,C8H17O5P,CCOC(=O)CP(=O)(OCC)OCC,,
Triethyl phosphite,122-52-1,,166.157,C6H15O3P,CCOP(OCC)OCC,CCOP(OCC)OCC,122-52-1
"Triethyl phosphate, 99%",78-40-0,,182.156,C6H15O4P,CCOP(=O)(OCC)OCC,,
Triethyl orthoformate,122-51-0,,148.202,C7H16O3,CCOC(OCC)OCC,CCOC(OCC)OCC,122-51-0
Triethyl orthoacetate,78-39-7,,162.229,C8H18O3,CCOC(C)(OCC)OCC,CCOC(C)(OCC)OCC,78-39-7
"Triethyl methanetricarboxylate, 98%",6279-86-3,,232.232,C10H16O6,CCOC(=O)C(C(=O)OCC)C(=O)OCC,,
Triethyl borate,150-46-9,,145.99,C6H15BO3,CCOB(OCC)OCC,CCOB(OCC)OCC,150-46-9
TRIETHYL 3-PHOSPHONOPROPIONATE,3699-67-0,,238.22,C9H19O5P,CCOC(=O)CCP(=O)(OCC)OCC,,3699-67-0
TRIETHYL 2-PHOSPHONOPROPIONATE,3699-66-9,,238.22,C9H19O5P,CCOC(=O)C(C)P(=O)(OCC)OCC,,3699-66-9
Triethoxyvinylsilane,78-08-0,,190.314,C8H18O3Si,CCO[Si](OCC)(OCC)C=C,CCOC([SiH3])=C(OCC)OCC,
Triethoxysilane,998-30-1,,164.276,C6H16O3Si,CCO[SiH](OCC)OCC,CCO[SiH](OCC)OCC,998-30-1
Triethoxy-2-thienylsilane,17984-89-3,,0,,,CCO[Si](OCC)(OCC)c1cccs1,17984-89-3
triethoxy(4-methoxyphenyl)silane,21130-91-6,,270.4,C13H22O4Si,CCO[Si](OCC)(OCC)c1ccc(OC)cc1,CCO[Si](OCC)(OCC)c1ccc(OC)cc1,21130-91-6
TRIETHANOLAMINE,102-71-6,,149.19,C6H15NO3,OCCN(CCO)CCO,OCCN(CCO)CCO,102-71-6
"Tricyclohexylphosphonium tetrafluoroborate, 99%",58656-04-5,,367.24,C18H33BF4P,F[B-](F)(F)F.C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,,
"TRICYCLOHEXYLPHOSPHINE[1,3-BIS(2,4,6-TRIMETHYLPHENYL)-4,5-DIHYDROIMIDAZOL-2-YLIDENE][BENZYLIDINE]RUT",246047-72-3,,848.98,C46H65Cl2N2PRu,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1.Cc1cc(C)c(N2CCN(C2=[Ru](Cl)(Cl)=Cc2ccccc2)c2c(C)cc(C)cc2C)c(C)c1,,
"TRICYCLOHEXYLPHOSPHINE- (1,5-CYCLOOCTADIENE)- (PYRIDINE) IRIDIUM (I) HEXAFLUOROPHOSPHATE",64536-78-3,,804.903,C31H50F6IrNP2,"[Ir;v0+].c1ccncc1.F[P-](F)(F)(F)(F)F.[#6]-1-[#6]\[#6]=[#6]/[#6]-[#6]\[#6]=[#6]/1.[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#15](-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1 |c:14,18|",C1=CCCC=CCC1.C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.F[P-](F)(F)(F)(F)F.[Ir+].c1ccncc1,
Tricyclohexyl phosphine,2622-14-2,,280.436,C18H33P,C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,2622-14-2
Trichlorosilane,10025-78-2,,135.44,Cl3HSi,Cl[SiH](Cl)Cl,Cl[SiH](Cl)Cl,10025-78-2
Trichloronitrosylruthenium,18902-42-6,,0,,,O=[N][Ru]([Cl])([Cl])[Cl],
Trichloroisocyanuric acid,87-90-1,,232.4,C3Cl3N3O3,Cln1c(=O)n(Cl)c(=O)n(Cl)c1=O,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,87-90-1
Trichlorofluoromethane,75-69-4,,137.36,CCl3F,FC(Cl)(Cl)Cl,FC(Cl)(Cl)Cl,75-69-4
"Trichloroacetonitrile, 98%",545-06-2,,144.38,C2Cl3N,ClC(Cl)(Cl)C#N,,
Tributyltin,688-73-3,,291.066,C12H28Sn,CCCC[SnH](CCCC)CCCC,CCC[CH2][Sn]([CH2]CCC)[CH2]CCC,
Tributylphosphane,998-40-3,,202.322,C12H27P,CCCCP(CCCC)CCCC,CCCCP(CCCC)CCCC,998-40-3
Tributylammonium pyrophosphate,5975-18-8,,548.683,C24H58N2O7P2,OP(O)(=O)OP(O)(O)=O.CCCCN(CCCC)CCCC.CCCCN(CCCC)CCCC,CCCC[NH+](CCCC)CCCC.CCCC[NH+](CCCC)CCCC.CCCC[NH+](CCCC)CCCC.CCCC[NH+](CCCC)CCCC.O=P([O-])([O-])OP(=O)([O-])[O-],
"Tributylamine, 99%",102-82-9,,185.355,C12H27N,CCCCN(CCCC)CCCC,,
tributyl(vinyl)stannane,7486-35-3,,317.104,C14H30Sn,[Sn;v0+4].[#6]=[#6-].[#6]-[#6]-[#6]-[#6-].[#6]-[#6]-[#6]-[#6-].[#6]-[#6]-[#6]-[#6-],C=[CH][Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC,7486-35-3
Tributyl borate,688-74-4,,230.16,C12H27BO3,CCCCOB(OCCCC)OCCCC,CCCCOB(OCCCC)OCCCC,688-74-4
Tribromobenzene,626-39-1,,314.802,C6H3Br3,Brc1cc(Br)cc(Br)c1,Brc1cccc(Br)c1Br,608-21-9
"Tribenzylamine, 99+%",620-40-6,,287.406,C21H21N,C(N(Cc1ccccc1)Cc1ccccc1)c1ccccc1,,
triallylphosphine,16523-89-0,,0,,,C=CCP(CC=C)CC=C,16523-89-0
Tri-tert-butylphosphine tetrafluoroborate,131274-22-1,,289.13,C12H27BF4P,F[B-](F)(F)F.[#6]C([#6])([#6])[#15-](C([#6])([#6])[#6])C([#6])([#6])[#6],CC(C)(C)P(C(C)(C)C)C(C)(C)C.F[B-](F)(F)F,
tri-tert-butylphosphine gold(I) bis(trifluoromethylsulfonyl)imide,,,0,,,CC(C)(C)P(C(C)(C)C)C(C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Au+],
Tri-p-tolylphosphine oxide,797-70-6,,320.372,C21H21OP,Cc1ccc(cc1)P(=O)(c1ccc(C)cc1)c1ccc(C)cc1,Cc1ccc(P(=O)(c2ccc(C)cc2)c2ccc(C)cc2)cc1,797-70-6
TRI-P-TOLYLPHOSPHINE,1038-95-5,,304.373,C21H21P,Cc1ccc(cc1)P(c1ccc(C)cc1)c1ccc(C)cc1,,1038-95-5
TRI-O-TOLYLPHOSPHINE,6163-58-2,,304.373,C21H21P,Cc1ccccc1P(c1ccccc1C)c1ccccc1C,,6163-58-2
"Tri-O-acetyl-D-glucal, 99%",2873-29-2,,272.253,C12H16O7,"CC(=O)OC[C@H]1OC=C[C@@H](OC(C)=O)[C@@H]1OC(C)=O |r,c:7|",,
TRI-N-PROPYLCHLOROSILANE,995-25-5,,192.8,C9H21ClSi,CCC[Si](Cl)(CCC)CCC,,995-25-5
tri(4-morpholinyl)phosphine oxide,07-12-4441,,0,,,O=P(N1CCOCC1)(N1CCOCC1)N1CCOCC1,4441-12-7
TRI(2-FURYL)PHOSPHINE,5518-52-5,,232.175,C12H9O3P,c1coc(c1)P(c1ccco1)c1ccco1,c1coc(P(c2ccco2)c2ccco2)c1,5518-52-5
trans-β-Styrenesulfonyl chloride,52147-97-4,,202.65,C8H7ClO2S,ClS(=O)(=O)\C=C\c1ccccc1,O=S(=O)(Cl)/C=C/c1ccccc1,52147-97-4
"trans-Stilbene oxide, 99%",1439-07-2,,196.249,C14H12O,O1[C@H]([C@@H]1c1ccccc1)c1ccccc1 |r|,,
TRANS-STILBENE,103-30-0,,180.25,C14H12,C(=C/c1ccccc1)\c1ccccc1,C(=C/c1ccccc1)\c1ccccc1,103-30-0
trans-Methyl crotonate,623-43-8,,100.117,C5H8O2,COC(=O)\C=C\C,C/C=C/C(=O)OC,623-43-8
"trans-Hexahydroisobenzofuran-1,3-dione",14166-21-3,,154.165,C8H10O3,O=C1OC(=O)[C@@H]2CCCC[C@@H]12 |r|,O=C1OC(=O)[C@@H]2CCCC[C@@H]12,14166-21-3
"trans-Crotonyl chloride, 90%, tech.",625-35-4,,104.53,C4H5ClO,C\C=C\C(Cl)=O,,
"trans-Cinnamoyl chloride, 97%",17082-09-6,,166.6,C9H7ClO,ClC(=O)\C=C\c1ccccc1,,
"trans-Cinnamic acid, 98+%",140-10-3,,143.124,C9H3O2,OC(=O)\C=C\c1[c-][c-][c-][c-][c-]1,,
"trans-Cinnamaldehyde, 99%",14371-10-9,,127.125,C9H3O,O=C\C=C\c1[c-][c-][c-][c-][c-]1,,
trans-Chalcone,614-47-1,,208.26,C15H12O,O=C(\C=C\c1ccccc1)c1ccccc1,O=C(/C=C/c1ccccc1)c1ccccc1,94-41-7
TRANS-BETA-NITROSTYRENE,102-96-5,,149.149,C8H7NO2,[O-][N+](=O)\C=C\c1ccccc1,O=[N+]([O-])/C=C/c1ccccc1,5153-67-3
TRANS-BETA-METHYLSTYRENE,873-66-5,,118.179,C9H10,C\C=C\c1ccccc1,C/C=C/c1ccccc1,873-66-5
"trans-Anethole, 99%",4180-23-8,,148.205,C10H12O,COc1ccc(\C=C\C)cc1,,
"trans-4-Methylcyclohexanol, 98%",7731-29-5,,114.188,C7H14O,"C[C@H]1CC[C@H](O)CC1 |r,wU:4.4,wD:1.0,(9.55,-8.26,;9.55,-6.72,;10.88,-5.95,;10.88,-4.41,;9.55,-3.64,;9.55,-2.1,;8.21,-4.41,;8.21,-5.95,)|",,
"trans-4-Hydroxy-L-proline, 99+%",51-35-4,,131.131,C5H9NO3,O[C@H]1CN[C@@H](C1)C(O)=O |r|,,
trans-4-Hydroxy-L-proline methyl ester hydrochloride,40216-83-9,,181.62,C6H12ClNO3,Cl.COC(=O)[C@@H]1C[C@@H](O)CN1 |r|,COC(=O)[C@@H]1C[C@@H](O)CN1.Cl,40216-83-9
trans-4-Hydroxy-3-methoxycinnamic acid,537-98-4,,0,,,COc1cc(/C=C/C(=O)O)ccc1O,1135-24-6
trans-4-Bromocinnamaldehyde,49678-04-08,,0,,,O=C/C=C/c1ccc(Br)cc1,49678-04-8
trans-4-Aminocyclohexanol hydrochloride,50910-54-8,,151.63,C6H14ClNO,"Cl.N[C@H]1CC[C@H](O)CC1 |r,wU:2.0,wD:5.4,(-.02,2.12,;-3.11,-.78,;-1.55,-.78,;-.77,.56,;.77,.56,;1.55,-.78,;3.11,-.78,;.77,-2.12,;-.77,-2.12,)|",Cl.N[C@H]1CC[C@H](O)CC1,56239-26-0
trans-4-Aminocyclohexanol,27489-62-9,,115.176,C6H13NO,NC1CCC(O)CC1,N[C@H]1CC[C@H](O)CC1,6850-65-3
TRANS-3-HEXEN-1-OL,928-97-2,,100.161,C6H12O,CC\C=C\CCO,CC/C=C/CCO,928-97-2
"trans-2-Phenylcyclopropylamine hydrochloride, 97%",1986-47-6,,169.65,C9H12ClN,Cl.N[C@@H]1C[C@H]1c1ccccc1 |r|,,
TRANS-2-PHENYL-1-CYCLOPROPANECARBOXYLIC ACID,939-90-2,,162.188,C10H10O2,OC(=O)[C@@H]1C[C@H]1c1ccccc1 |r|,O=C(O)[C@@H]1C[C@H]1c1ccccc1,939-90-2
trans-2-Pentenal,1576-87-0,,84.118,C5H8O,CC\C=C\C=O,CC/C=C/C=O,1576-87-0
trans-2-penten-1-ol,1576-96-1,,0,,,CC/C=C/CO,20273-24-9
trans-2-methyl-2-butenal,497-03-0,,84.118,C5H8O,C\C=C(/C)C=O,,497-03-0
"trans-2-Hexenal, 99%",6728-26-3,,98.145,C6H10O,CCC\C=C\C=O,,
"trans-2-Hexen-1-ol, 96%",928-95-0,,100.161,C6H12O,CCC\C=C\CO,,
trans-2-Fluorocyclopropanamine hydrochloride,114152-96-4,,111.54,C3H7ClFN,Cl.N[C@@H]1C[C@H]1F |r|,Cl.N[C@@H]1C[C@H]1F,114152-96-4
TRANS-2-BROMOVINYLBORONIC ACID MIDA ESTER,1104636-68-1,,261.87,C7H9BBrNO4,C[N+]12CC(=O)O[B-]1(OC(=O)C2)\C=C\Br,,1005452-52-7
"trans-2,3-Diphenylsuccinic acid",1225-13-4,,270.284,C16H14O4,OC(=O)[C@H]([C@H](C(O)=O)c1ccccc1)c1ccccc1 |r|,,1225-13-4
"trans-2,3-Dimethylacrylic acid, 98%",80-59-1,,100.117,C5H8O2,C\C=C(/C)C(O)=O,,
trans-1-Pentenyl-1-boronic acid pinacol ester,161395-96-6,,196.1,C11H21BO2,CCC\C=C\B1OC(C)(C)C(C)(C)O1,,
trans-1-Decalone,21370-71-8,,152.237,C10H16O,O=C1CCC[C@@H]2CCCC[C@@H]12 |r|,,21370-71-8
"trans-1,2-Cyclohexanedicarboxylic acid",2305-32-0,,172.18,C8H12O4,OC(=O)[C@H]1CCCC[C@@H]1C(O)=O |r|,O=C(O)[C@@H]1CCCC[C@H]1C(=O)O,46022-05-3
"trans,trans-1,4-Diphenyl-1,3-butadiene, 99%",538-81-8,,206.288,C16H14,C(\C=C\c1ccccc1)=C/c1ccccc1,,
Tosylmethyl isocyanide,36635-61-7,,195.24,C9H9NO2S,Cc1ccc(cc1)S(=O)(=O)C[N+]#[C-],[C-]#[N+]CS(=O)(=O)c1ccc(C)cc1,36635-61-7
Tosyl-L-phenylalanine,13503-32-3,,0,,,Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)O)cc1,13505-32-3
TOSYL-D-PROLINE,51077-01-1,,269.32,C12H15NO4S,Cc1ccc(cc1)S(=O)(=O)N1CCC[C@H]1C(O)=O |r|,Cc1ccc(S(=O)(=O)N2CCC[C@@H]2C(=O)O)cc1,110771-95-4
Tosyl isocyanate,4083-64-1,,197.21,C8H7NO3S,Cc1ccc(cc1)S(=O)(=O)N=C=O,Cc1ccc(S(=O)(=O)N=C=O)cc1,4083-64-1
TOLUENE-D8,2037-26-5,,100.19,C7H8,[2H]c1c([2H])c([2H])c(c([2H])c1[2H])C([2H])([2H])[2H],,2037-26-5
"Toluene-4-sulphonyl cyanide, tech",19158-51-1,,181.21,C8H7NO2S,Cc1ccc(cc1)S(=O)(=O)C#N,,
Titanocene dichloride,1271-19-8,,248.96,C10H10Cl2Ti,"Cl[Ti]Cl.[CH]1[CH][CH][CH][CH]1.[CH]1[CH][CH][CH][CH]1 |^1:3,4,5,6,7,8,9,10,11,12|",[Cl-].[Cl-].[Ti+2].c1cc[cH-]c1.c1cc[cH-]c1,
Titanium(IV) oxysulfate - sulfuric acid hydrate,123334-00-9,,988.13,H12O36S8Ti3,[Ti;v0+4].[Ti;v0+4].[Ti;v0+4].[#8]S([#8])(=O)=O.[#8]S([#8])(=O)=O.[#8]S([#8])(=O)=O.[#8]S([#8])(=O)=O.[#8]S(=O)(=O)[O+]=O.[#8]S(=O)(=O)[O+]=O.[#8]S(=O)(=O)[O+]=O.[#8]S(=O)(=O)[O+]=O,,
Titanium(4+) chloride propan-2-olate (1/2/2),762-99-2,,0,,,,
Titanium tetraisopropanolate,546-68-9,,284.219,C12H28O4Ti,CC(C)O[Ti](OC(C)C)(OC(C)C)OC(C)C,CC(C)[O-].CC(C)[O-].CC(C)[O-].CC(C)[O-].[Ti+4],546-68-9
Titanium tetrachloride,7550-45-0,,189.67,Cl4Ti,Cl[Ti](Cl)(Cl)Cl,[Cl][Ti]([Cl])([Cl])[Cl],7550-45-0
Titanium oxide,1317-80-2,,79.865,O2Ti,[O--].[O--].[Ti+4],[O-2].[O-2].[Ti+4],12035-95-9
Titanium ethoxide,3087-36-3,,228.111,C8H20O4Ti,CCO[Ti](OCC)(OCC)OCC,CC[O-].CC[O-].CC[O-].CC[O-].[Ti+4],3087-36-3
Titanium dioxide,13463-67-7,,79.865,O2Ti,[O--].[O--].[Ti+4],[O-2].[O-2].[Ti+4],12035-95-9
TITANIUM DIOXIDE,1317-70-0,,79.865,O2Ti,O=[Ti]=O,[O-2].[O-2].[Ti+4],12035-95-9
Tiopronin,1953-02-2,,163.19,C5H9NO3S,CC(S)C(=O)NCC(O)=O,,1953-02-2
TIN(II) TRIFLUOROMETHANESULFONATE,62086-04-8,,416.84,C2F6O6S2Sn,FC(F)(F)S(=O)(=O)O[Sn]OS(=O)(=O)C(F)(F)F,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Sn+2],62086-04-8
Tin tetrachloride,7646-78-8,,260.51,Cl4Sn,Cl[Sn](Cl)(Cl)Cl,[Cl][Sn]([Cl])([Cl])[Cl],7646-78-8
TIN,7440-31-5,,120.726,H2Sn,[SnH2],[Sn],7440-31-5
"Thymol, 99%",89-83-8,,150.221,C10H14O,CC(C)c1ccc(C)cc1O,,
Thymine-1-acetic Acid,20924-05-4,,184.151,C7H8N2O4,Cc1cn(CC(O)=O)c(=O)[nH]c1=O,Cc1cn(CC(=O)O)c(=O)[nH]c1=O,20924-05-4
Thymidine,50-89-5,,242.231,C10H14N2O5,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O |r|,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,50-89-5
Thulium(III) trifluoromethanesulfonate,141478-68-4,,616.12,C3F9O9S3Tm,[Tm;v0+3].[#8-]S(=O)(=O)C(F)(F)F.[#8-]S(=O)(=O)C(F)(F)F.[#8-]S(=O)(=O)C(F)(F)F,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Tm+3],141478-68-4
